k1,k2,ka,k1_avg,k2_avg,ka_avg,ζ_avg,prob_avg,λ1_avg,λ2_avg,λa_avg,σ_λ1,σ_λ2,σ_λa
9.0,41.0,25.0,9.038799999999998,40.6472,24.843,-0.14834258,0.0,1.39581851,21.2475659,18.01735252,0.41175452,1.49079552,0.28586776
9.0,43.0,26.0,8.896799999999999,42.937200000000004,25.917,-0.21866885,0.0,1.26057809,24.35522189,19.00108778,0.43160408,1.11586779,0.29587336
9.0,45.0,27.0,9.0408,44.840799999999994,26.940800000000003,-0.17023295,0.1,1.29924187,23.78268584,19.50174132,0.51530926,2.90381181,0.56595233
9.0,47.0,28.0,9.0248,46.8172,27.921000000000003,-0.21941225,0.0,1.27559007,26.46530763,20.5797289,0.36987858,1.87655157,0.32820696
9.0,49.0,29.0,8.91,49.193200000000004,29.0516,-0.25003395,0.0,1.10203086,28.84361606,21.59845655,0.35547484,1.25585193,0.19145025
9.0,51.0,30.0,9.045600000000002,51.041999999999994,30.043800000000005,-0.21370904,0.0,1.47926119,28.41294639,22.1196212,0.32198852,3.18361118,0.75901206
9.0,53.0,31.0,9.0132,52.984399999999994,30.9988,-0.27430301,0.0,1.47944834,32.1674003,23.3286922,0.39853428,1.04348591,0.29717994
9.0,55.0,32.0,8.926,55.095600000000005,32.0108,-0.26432124,0.0,1.43638083,32.51459486,23.8567445,0.45388483,2.06501191,0.53270516
9.0,57.0,33.0,8.964400000000001,57.1832,33.07379999999999,-0.28117426,0.0,1.1927604,34.79178429,24.97688918,0.36793309,1.47092068,0.30630604
9.0,59.0,34.0,8.959200000000001,58.957199999999986,33.9582,-0.31516149,0.0,1.19460142,37.72089272,25.81642939,0.37207163,1.19522265,0.32232833
9.0,61.0,35.0,9.0464,61.034400000000005,35.0404,-0.29007388,0.0,1.30899957,37.27984343,26.42048788,0.48734088,2.05484729,0.5926275
9.0,63.0,36.0,8.971200000000001,63.00320000000001,35.9872,-0.31156844,0.0,1.60125474,39.8154375,27.34838883,0.45443609,2.37406218,0.60375071
9.0,65.0,37.0,8.9168,65.17840000000001,37.047599999999996,-0.30504172,0.0,1.12790935,40.66203366,28.2326616,0.40796198,1.40399537,0.31311217
9.0,67.0,38.0,8.989199999999999,66.77120000000001,37.8802,-0.30024219,0.0,1.22887762,41.29477737,28.77275209,0.47017556,3.33171493,0.79215504
9.0,69.0,39.0,9.05,69.2748,39.162400000000005,-0.3192578,0.0,1.09397849,44.10242699,29.99507652,0.37034711,1.8326084,0.64744013
9.0,71.0,40.0,9.0288,71.29479999999998,40.1618,-0.32518171,0.0,1.29782834,45.93370857,30.96103989,0.43686156,1.92842801,0.49576064
9.0,73.0,41.0,9.038799999999998,73.012,41.025400000000005,-0.32818624,0.0,1.19029709,47.19676608,31.66045367,0.37827764,2.25238731,0.55023296
9.0,75.0,42.0,9.0352,75.33279999999999,42.184000000000005,-0.34065213,0.0,1.25177484,50.17181954,33.06715998,0.376264,1.30967546,0.33616137
9.0,77.0,43.0,8.9904,77.08520000000001,43.037800000000004,-0.35164664,0.0,1.0283389,52.04181821,33.7150855,0.35122021,1.81590814,0.41538766
9.0,79.0,44.0,9.0808,78.8828,43.98180000000001,-0.35513966,0.0,1.31779328,53.60688517,34.55185116,0.4163601,1.49781915,0.39598779
